Gereshk	Gereshk	AF	10	43588	31.82089	64.57005	Asia/Kabul
Gardez	Gardez	AF	36	103601	33.59744	69.22592	Asia/Kabul
Fayzabad	Fayzabad	AF	01	44421	37.11664	70.58002	Asia/Kabul
Farah	Farah	AF	06	43561	32.37451	62.11638	Asia/Kabul
Istālif	Istalif	AF	13	41413	34.83268	69.07756	Asia/Kabul
Eslam Qaleh	Eslam Qaleh	AF	11	18086	34.66667	61.06667	Asia/Kabul
Charikar	Charikar	AF	40	53676	35.01361	69.17139	Asia/Kabul
Baraki Barak	Baraki Barak	AF	17	22305	33.96744	68.9492	Asia/Kabul
Bāmyān	Bamyan	AF	05	61863	34.82156	67.82734	Asia/Kabul
Balkh	Balkh	AF	30	114883	36.75635	66.8972	Asia/Kabul
Bahārak	Baharak	AF	01	32551	37.00254	70.90664	Asia/Kabul
Baghlān	Baghlan	AF	03	108449	36.13068	68.70829	Asia/Kabul
Ārt Khwājah	Art Khwajah	AF	26	18623	37.08571	69.47958	Asia/Kabul
Āsmār	Asmar	AF	34	15708	35.03333	71.35809	Asia/Kabul
Asadābād	Asadabad	AF	34	48400	34.87311	71.14697	Asia/Kabul
Andkhoy	Andkhoy	AF	07	37900	36.95293	65.12376	Asia/Kabul
Bāzārak	Bazarak	AF	42	65000	35.31292	69.51519	Asia/Kabul
Markaz-e Woluswalī-ye Āchīn	Markaz-e Woluswali-ye Achin	AF	18	15098	34.12583	70.70778	Asia/Kabul
Saint John’s	Saint John's	AG	04	51737	17.12096	-61.84329	America/Antigua
The Valley	The Valley	AI	11205396	2035	18.21704	-63.05783	America/Anguilla
Sarandë	Sarande	AL	51	22613	39.87534	20.00477	Europe/Tirane
Pogradec	Pogradec	AL	46	46070	40.9025	20.6525	Europe/Tirane
Librazhd	Librazhd	AL	43	23312	41.17944	20.315	Europe/Tirane
Kukës	Kukes	AL	47	36125	42.07694	20.42194	Europe/Tirane
Korçë	Korce	AL	46	58259	40.61861	20.78083	Europe/Tirane
Gjirokastër	Gjirokaster	AL	45	23437	40.07583	20.13889	Europe/Tirane
Elbasan	Elbasan	AL	43	100903	41.11138	20.08224	Europe/Tirane
Bulqizë	Bulqize	AL	41	26826	41.49167	20.22194	Europe/Tirane
Vlorë	Vlore	AL	51	115261	40.4696	19.48379	Europe/Tirane
Tirana	Tirana	AL	50	418495	41.32744	19.81866	Europe/Tirane
Shkodër	Shkoder	AL	49	95553	42.06828	19.51258	Europe/Tirane
Rrashbull	Rrashbull	AL	42	20099	41.32278	19.51028	Europe/Tirane
Peqin	Peqin	AL	43	16580	41.04611	19.75111	Europe/Tirane
Patos Fshat	Patos Fshat	AL	44	22679	40.64278	19.65083	Europe/Tirane
Patos	Patos	AL	44	16000	40.68333	19.61944	Europe/Tirane
Lushnjë	Lushnje	AL	44	63135	40.94194	19.705	Europe/Tirane
Lezhë	Lezhe	AL	48	18695	41.78361	19.64361	Europe/Tirane
Kuçovë	Kucove	AL	40	31077	40.80028	19.91667	Europe/Tirane
Krujë	Kruje	AL	42	51191	41.50917	19.79278	Europe/Tirane
Kavajë	Kavaje	AL	50	30012	41.18556	19.55694	Europe/Tirane
Fushë-Krujë	Fushe-Kruje	AL	42	17877	41.47833	19.71778	Europe/Tirane
Fier-Çifçi	Fier-Cifci	AL	44	60995	40.71667	19.56667	Europe/Tirane
Fier	Fier	AL	44	56297	40.7251	19.55823	Europe/Tirane
Durrës	Durres	AL	42	195920	41.32355	19.45469	Europe/Tirane
Berat	Berat	AL	40	62232	40.70583	19.95222	Europe/Tirane
Kapan	Kapan	AM	08	32900	39.20762	46.40678	Asia/Yerevan
Goris	Goris	AM	08	17592	39.51111	46.34168	Asia/Yerevan
Artashat	Artashat	AM	02	22800	39.95484	44.54874	Asia/Yerevan
Ararat	Ararat	AM	02	17598	39.85494	44.6947	Asia/Yerevan
Yerevan	Yerevan	AM	11	1144700	40.17765	44.5126	Asia/Yerevan
Vagharshapat	Vagharshapat	AM	03	47989	40.16557	44.29462	Asia/Yerevan
Sevan	Sevan	AM	04	19652	40.548	44.95314	Asia/Yerevan
Masis	Masis	AM	02	23136	40.06595	44.43669	Asia/Yerevan
Vanadzor	Vanadzor	AM	06	78100	40.8074	44.49704	Asia/Yerevan
Gavar	Gavar	AM	04	18900	40.35398	45.12386	Asia/Yerevan
Ijevan	Ijevan	AM	09	19500	40.88037	45.14776	Asia/Yerevan
Hrazdan	Hrazdan	AM	05	49500	40.5169	44.75591	Asia/Yerevan
Armavir	Armavir	AM	03	29700	40.15553	44.0388	Asia/Yerevan
Gyumri	Gyumri	AM	07	114667	40.79305	43.84635	Asia/Yerevan
Dilijan	Dilijan	AM	09	16400	40.74037	44.86344	Asia/Yerevan
Davtashen	Davtashen	AM	11	52100	40.21642	44.48088	Asia/Yerevan
Charentsavan	Charentsavan	AM	05	24101	40.40289	44.64447	Asia/Yerevan
Avan	Avan	AM	11	58800	40.21436	44.57846	Asia/Yerevan
Ashtarak	Ashtarak	AM	01	17600	40.2976	44.36152	Asia/Yerevan
Artik	Artik	AM	07	18145	40.61918	43.97207	Asia/Yerevan
Abovyan	Abovyan	AM	05	50556	40.2717	44.63342	Asia/Yerevan
Erebuni	Erebuni	AM	11	129700	40.13309	44.53009	Asia/Yerevan
Nor Nork	Nor Nork	AM	11	137300	40.19661	44.5669	Asia/Yerevan
Ajapnyak	Ajapnyak	AM	11	122800	40.19917	44.47056	Asia/Yerevan
Kanaker-Zeytun	Kanaker-Zeytun	AM	11	75500	40.22	44.53833	Asia/Yerevan
Malatia-Sebastia	Malatia-Sebastia	AM	11	150500	40.17396	44.4457	Asia/Yerevan
Kentron	Kentron	AM	11	133000	40.17806	44.51303	Asia/Yerevan
Shengavit	Shengavit	AM	11	140600	40.1557	44.4779	Asia/Yerevan
Arabkir	Arabkir	AM	11	119300	40.20624	44.50365	Asia/Yerevan
Saurimo	Saurimo	AO	18	393000	-9.66078	20.39155	Africa/Luanda
Lucapa	Lucapa	AO	17	110000	-8.41915	20.74466	Africa/Luanda
Dundo	Dundo	AO	17	177604	-7.36643	20.81557	Africa/Luanda
Chitato	Chitato	AO	17	246880	-7.3	20.73333	Africa/Luanda
Cassanguidi	Cassanguidi	AO	17	20000	-7.48367	21.30339	Africa/Luanda
Lumbala	Lumbala	AO	14	19000	-14.10165	21.43531	Africa/Luanda
Luau	Luau	AO	14	55432	-10.70727	22.22466	Africa/Luanda
Cazombo	Cazombo	AO	14	34000	-11.89914	22.90216	Africa/Luanda
Nzagi	Nzagi	AO	05	60000	-8.38549	15.30126	Africa/Luanda
Viana	Viana	AO	20	865863	-8.90553	13.37499	Africa/Luanda
Uíge	Uige	AO	15	322531	-7.60874	15.06131	Africa/Luanda
Úcua	Ucua	AO	19	41654	-8.65157	14.15653	Africa/Luanda
Tombôco	Tomboco	AO	16	20358	-6.80517	13.33017	Africa/Luanda
Soyo	Soyo	AO	16	221555	-6.1349	12.36894	Africa/Luanda
Songo	Songo	AO	15	31382	-7.35207	14.84629	Africa/Luanda
Sanza Pombo	Sanza Pombo	AO	15	23000	-7.31473	16.0024	Africa/Luanda
Piri	Piri	AO	19	26265	-8.53412	14.43555	Africa/Luanda
Pango Aluquém	Pango Aluquem	AO	19	16080	-8.71311	14.46292	Africa/Luanda
N'zeto	N'zeto	AO	16	28840	-7.228	12.86956	Africa/Luanda
Negage	Negage	AO	15	92950	-7.75938	15.2722	Africa/Luanda
N'dalatando	N'dalatando	AO	05	161584	-9.29782	14.91162	Africa/Luanda
Muxaluando	Muxaluando	AO	19	21052	-8.12307	14.28838	Africa/Luanda
Mussende	Mussende	AO	06	33558	-10.5143	16.0199	Africa/Luanda
Mbanza Kongo	Mbanza Kongo	AO	16	148000	-6.26667	14.23833	Africa/Luanda
Maquela do Zombo	Maquela do Zombo	AO	15	42000	-6.05716	15.10971	Africa/Luanda
Malanje	Malanje	AO	12	455000	-9.54015	16.34096	Africa/Luanda
Maianga	Maianga	AO	20	727681	-8.84693	13.23698	Africa/Luanda
Mabubas	Mabubas	AO	19	16981	-8.52432	13.68622	Africa/Luanda
Lucala	Lucala	AO	05	19422	-9.27268	15.25206	Africa/Luanda
Lubalo	Lubalo	AO	17	26103	-9.15445	19.28136	Africa/Luanda
Luanda	Luanda	AO	20	2776168	-8.83682	13.23432	Africa/Luanda
Kunda dya Baze	Kunda dya Baze	AO	12	15965	-8.90769	17.05339	Africa/Luanda
Benfica	Benfica	AO	20	191828	-8.94432	13.16431	Africa/Luanda
Gombe	Gombe	AO	19	19209	-8.12439	14.29081	Africa/Luanda
Golungo Alto	Golungo Alto	AO	05	19992	-9.13333	14.76667	Africa/Luanda
Dondo	Dondo	AO	05	64643	-9.68456	14.42788	Africa/Luanda
Dondo	Dondo	AO	05	64643	-9.05	15.31667	Africa/Luanda
Cuímba	Cuimba	AO	16	41878	-6.12085	14.62086	Africa/Luanda
Cuilo	Cuilo	AO	17	26577	-8.23619	19.52566	Africa/Luanda
Cuango-Luzamba	Cuango-Luzamba	AO	17	55000	-9.14583	18.04453	Africa/Luanda
Cazombo	Cazombo	AO	05	34000	-8.73204	15.37124	Africa/Luanda
Caxito	Caxito	AO	19	55000	-8.57848	13.66425	Africa/Luanda
Cangandala	Cangandala	AO	12	16232	-9.78333	16.43333	Africa/Luanda
Canacassala	Canacassala	AO	19	20913	-8.16263	14.11663	Africa/Luanda
Camabatela	Camabatela	AO	05	21767	-8.18812	15.37495	Africa/Luanda
Calumbo	Calumbo	AO	19	652270	-9.14692	13.41936	Africa/Luanda
Cage Mazumbo	Cage Mazumbo	AO	19	16093	-8.29968	14.34494	Africa/Luanda
Cacuso	Cacuso	AO	12	39302	-9.42102	15.74668	Africa/Luanda
Cacuaco	Cacuaco	AO	20	146867	-8.7798	13.37478	Africa/Luanda
Cabinda	Cabinda	AO	03	550000	-5.56198	12.19476	Africa/Luanda
Bula Atumba	Bula Atumba	AO	19	30537	-8.67417	14.797	Africa/Luanda
Buco Zau	Buco Zau	AO	03	40953	-4.76667	12.55	Africa/Luanda
Belize	Belize	AO	03	24430	-4.65	12.76667	Africa/Luanda
Barra do Dande	Barra do Dande	AO	19	75000	-8.47175	13.37011	Africa/Luanda
Bailundo	Bailundo	AO	12	70481	-9.57499	15.99442	Africa/Luanda
Gama	Gama	AO	19	66202	-8.5675	13.47639	Africa/Luanda
Cazenga	Cazenga	AO	20	394170	-8.83796	13.28399	Africa/Luanda
Golfe	Golfe	AO	20	655796	-8.86639	13.26173	Africa/Luanda
Camama	Camama	AO	20	667094	-8.93611	13.26518	Africa/Luanda
Talatona	Talatona	AO	20	500000	-8.91783	13.18562	Africa/Luanda
Xangongo	Xangongo	AO	07	35000	-16.7444	14.97494	Africa/Luanda
Alto Hama	Alto Hama	AO	08	17000	-12.23333	15.55	Africa/Luanda
Virei	Virei	AO	13	42607	-15.727	12.94961	Africa/Luanda
Ucuma	Ucuma	AO	08	21809	-12.96121	15.05958	Africa/Luanda
Ucu Seles	Ucu Seles	AO	06	47421	-11.41237	14.30663	Africa/Luanda
Tômbua	Tombua	AO	13	46573	-15.80394	11.84485	Africa/Luanda
Sumbe	Sumbe	AO	06	205832	-11.20605	13.84371	Africa/Luanda
Quipungo	Quipungo	AO	09	23014	-14.81909	14.53504	Africa/Luanda
Quibala	Quibala	AO	06	27128	-10.73366	14.97995	Africa/Luanda
Porto Amboim	Porto Amboim	AO	06	91605	-10.73251	13.76844	Africa/Luanda
Ondjiva	Ondjiva	AO	07	121537	-17.06667	15.73333	Africa/Luanda
Nharêa	Nharea	AO	02	18000	-11.47512	16.96496	Africa/Luanda
Mossamedes	Mossamedes	AO	13	255000	-15.19611	12.15222	Africa/Luanda
Mungo	Mungo	AO	08	21662	-11.83268	16.23613	Africa/Luanda
Menongue	Menongue	AO	CBG	251178	-14.6585	17.69099	Africa/Luanda
Matala	Matala	AO	09	78000	-14.73272	15.03479	Africa/Luanda
Luquembo	Luquembo	AO	12	69420	-10.73912	17.71766	Africa/Luanda
Luena	Luena	AO	14	273675	-11.78333	19.91667	Africa/Luanda
Lubango	Lubango	AO	09	600751	-14.91717	13.4925	Africa/Luanda
Longonjo	Longonjo	AO	08	23000	-12.90795	15.24845	Africa/Luanda
Londuimbali	Londuimbali	AO	08	17000	-12.23712	15.31697	Africa/Luanda
Lobito	Lobito	AO	01	393079	-12.3644	13.53601	Africa/Luanda
Cuíto	Cuito	AO	02	355423	-12.38333	16.93333	Africa/Luanda
Catchiungo	Catchiungo	AO	08	26974	-12.56598	16.22589	Africa/Luanda
Humbe	Humbe	AO	07	35985	-16.6864	14.90317	Africa/Luanda
Huambo	Huambo	AO	08	595304	-12.77611	15.73917	Africa/Luanda
Ganda	Ganda	AO	01	65000	-13.01592	14.63502	Africa/Luanda
Gabela	Gabela	AO	06	116903	-10.85147	14.37993	Africa/Luanda
Dombe Grande	Dombe Grande	AO	01	25000	-12.95167	13.1025	Africa/Luanda
Cuemba	Cuemba	AO	02	19995	-12.15	18.08333	Africa/Luanda
Cubal do Lumbo	Cubal do Lumbo	AO	01	18451	-12.31261	14.1265	Africa/Luanda
Cubal	Cubal	AO	01	90367	-13.03865	14.2455	Africa/Luanda
Conda	Conda	AO	06	21260	-11.10862	14.33621	Africa/Luanda
Chitembo	Chitembo	AO	02	25000	-13.55	16.63333	Africa/Luanda
Chinguar	Chinguar	AO	02	26811	-12.55708	16.33805	Africa/Luanda
Chindumbo	Chindumbo	AO	01	32013	-11.95	14.46667	Africa/Luanda
Cela	Cela	AO	06	90000	-11.42173	15.12345	Africa/Luanda
Catumbela	Catumbela	AO	01	95034	-12.43002	13.54677	Africa/Luanda
Catabola	Catabola	AO	02	28831	-12.15	17.28333	Africa/Luanda
Capunda	Capunda	AO	06	21260	-11.13333	14.46667	Africa/Luanda
Camucuio	Camucuio	AO	13	66112	-14.11382	13.24061	Africa/Luanda
Cambundi Catembo	Cambundi Catembo	AO	12	17212	-10.07531	17.55058	Africa/Luanda
Camacupa	Camacupa	AO	02	59000	-12.01667	17.48333	Africa/Luanda
Caluquembe	Caluquembe	AO	09	31000	-13.86667	14.43333	Africa/Luanda
Calulo	Calulo	AO	06	44000	-10.00055	14.89519	Africa/Luanda
Caála	Caala	AO	08	130000	-12.8525	15.56056	Africa/Luanda
Bocoio	Bocoio	AO	01	35000	-12.47017	14.13688	Africa/Luanda
Benguela	Benguela	AO	01	555124	-12.57674	13.40268	Africa/Luanda
Balombo	Balombo	AO	01	36361	-12.35426	14.77232	Africa/Luanda
Baía Farta	Baia Farta	AO	01	45000	-12.60417	13.19667	Africa/Luanda
Andulo	Andulo	AO	02	50000	-11.48676	16.69663	Africa/Luanda
Cambundi	Cambundi	AO	12	17212	-7.46856	17.03769	Africa/Luanda
Kikolo	Kikolo	AO	20	728205	-8.7815	13.33384	Africa/Luanda
Cafunfo	Cafunfo	AO	17	90000	-8.7672	17.99572	Africa/Luanda
Santa Clara	Santa Clara	AO	06	29000	-10.19156	15.43408	Africa/Luanda
Quissecula	Quissecula	AO	06	90000	-11.39223	15.09201	Africa/Luanda
Cambundi	Cambundi	AO	12	17212	-10.89481	17.76402	Africa/Luanda
Mulenvos	Mulenvos	AO	20	882014	-8.86695	13.3344	Africa/Luanda
Kilamba	Kilamba	AO	20	237528	-8.84861	13.275	Africa/Luanda
Ingombota	Ingombota	AO	20	144911	-8.81806	13.22889	Africa/Luanda
Nova Vida	Nova Vida	AO	20	464985	-8.90552	13.22213	Africa/Luanda
Zango	Zango	AO	20	198538	-9.01212	13.38437	Africa/Luanda
Vila Flor	Vila Flor	AO	20	256066	-8.98007	13.30781	Africa/Luanda
Rangel	Rangel	AO	20	190569	-8.82644	13.26285	Africa/Luanda
Samba	Samba	AO	20	364986	-8.88001	13.19617	Africa/Luanda
Sambizanga	Sambizanga	AO	20	177808	-8.78883	13.27506	Africa/Luanda
Navegantes	Navegantes	AO	01	240075	-12.58997	13.39123	Africa/Luanda
Kima Kieza	Kima Kieza	AO	20	428855	-8.83411	13.29517	Africa/Luanda
Panguíla	Panguila	AO	19	158068	-8.69335	13.44914	Africa/Luanda
Ramiros	Ramiros	AO	20	323576	-9.06259	13.0456	Africa/Luanda
Hoji ya Henda	Hoji ya Henda	AO	20	642050	-8.80523	13.2897	Africa/Luanda
Zárate	Zarate	AR	01	99061	-34.09584	-59.02423	America/Argentina/Buenos_Aires
Colonia Wanda	Colonia Wanda	AR	14	15529	-25.97337	-54.56304	America/Argentina/Cordoba
Villa Ortúzar	Villa Ortuzar	AR	07	22500	-34.57973	-58.46829	America/Argentina/Buenos_Aires
Villa Ocampo	Villa Ocampo	AR	21	19101	-28.48726	-59.35421	America/Argentina/Cordoba
Villa Lugano	Villa Lugano	AR	07	114000	-34.67907	-58.47263	America/Argentina/Buenos_Aires
Villaguay	Villaguay	AR	08	32027	-31.86767	-59.02701	America/Argentina/Cordoba
Villa Gesell	Villa Gesell	AR	01	23257	-37.26394	-56.97304	America/Argentina/Buenos_Aires
Villa de Mayo	Villa de Mayo	AR	01	43405	-34.5108	-58.68059	America/Argentina/Buenos_Aires
Tristán Suárez	Tristan Suarez	AR	01	27746	-34.88982	-58.56761	America/Argentina/Buenos_Aires
Tortuguitas	Tortuguitas	AR	01	41390	-34.47513	-58.75367	America/Argentina/Buenos_Aires
Tigre	Tigre	AR	01	31106	-34.42603	-58.57962	America/Argentina/Buenos_Aires
Tandil	Tandil	AR	01	115877	-37.3287	-59.1369	America/Argentina/Buenos_Aires
San Vicente	San Vicente	AR	14	38247	-26.61667	-54.13333	America/Argentina/Cordoba
Santo Tomé	Santo Tome	AR	06	22634	-28.55104	-56.04125	America/Argentina/Cordoba
Santos Lugares	Santos Lugares	AR	01	37267	-34.60306	-58.54074	America/Argentina/Buenos_Aires
Santa Teresita	Santa Teresita	AR	01	15213	-36.54059	-56.69294	America/Argentina/Buenos_Aires
Santa Elena	Santa Elena	AR	08	18410	-30.94432	-59.78832	America/Argentina/Cordoba
San Pedro	San Pedro	AR	01	47452	-33.67918	-59.66633	America/Argentina/Buenos_Aires
San Pedro	San Pedro	AR	14	23736	-26.6218	-54.10902	America/Argentina/Cordoba
San Luis del Palmar	San Luis del Palmar	AR	06	15347	-27.50766	-58.55625	America/Argentina/Cordoba
San Lorenzo	San Lorenzo	AR	06	47626	-28.13442	-58.76685	America/Argentina/Cordoba
San Justo	San Justo	AR	01	105274	-34.68107	-58.56379	America/Argentina/Buenos_Aires
San Javier	San Javier	AR	21	15606	-30.58072	-59.92962	America/Argentina/Cordoba
San Isidro	San Isidro	AR	01	45190	-34.46971	-58.52111	America/Argentina/Buenos_Aires
San Antonio de Padua	San Antonio de Padua	AR	01	37745	-34.66267	-58.69819	America/Argentina/Buenos_Aires
San Antonio de Areco	San Antonio de Areco	AR	01	23114	-34.25083	-59.46944	America/Argentina/Buenos_Aires
Saladillo	Saladillo	AR	01	35669	-35.63884	-59.77938	America/Argentina/Buenos_Aires
Saladas	Saladas	AR	06	18349	-28.25504	-58.62386	America/Argentina/Cordoba
Retiro	Retiro	AR	07	38635	-34.58333	-58.38333	America/Argentina/Buenos_Aires
Resistencia	Resistencia	AR	03	290793	-27.46363	-58.98665	America/Argentina/Cordoba
